decisionType,petitioner,respondent,jurisdiction,caseOrigin,caseSource,lcDisagreement,certReason,partyWinning,precedentAlteration,issueArea
1,154,151,1,98,24,0,4,1,0,10
7,111,4,1,300,300,0,12,1,0,6
1,100,28,1,302,301,0,5,0,0,1
1,368,106,1,58,31,0,2,0,0,6
7,245,19,1,300,300,1,12,0,0,8
1,21,239,1,89,28,0,12,0,0,3
1,21,239,1,89,28,0,12,0,0,3
1,28,100,1,302,300,0,11,1,0,1
1,27,218,2,55,55,0,1,0,0,3
1,27,218,2,55,55,0,1,0,0,3
1,27,218,2,129,129,0,1,0,0,3
1,27,218,2,129,129,0,1,0,0,3
1,28,100,1,302,301,1,5,1,0,1
1,19,324,1,83,28,1,10,0,0,10
1,19,324,1,83,28,1,10,0,0,10
1,19,324,1,83,28,1,10,0,0,10
1,239,21,1,302,301,0,10,1,0,10
1,238,184,1,55,32,0,2,0,0,9
1,390,13,1,8,8,1,12,1,0,8
1,7,100,1,302,301,0,12,1,0,1
1,363,202,1,126,24,0,2,1,0,2
1,19,167,1,126,24,0,12,0,0,9
1,19,167,1,126,24,0,12,0,0,9
1,189,27,1,80,21,0,2,0,0,8
1,198,238,1,128,29,0,11,0,0,8
1,28,100,1,302,301,0,12,1,0,1
1,363,140,1,92,23,0,11,1,0,9
1,396,151,1,96,22,0,10,1,0,8
1,396,151,1,96,22,0,10,1,0,8
1,143,143,1,109,8,0,12,0,0,8
1,143,143,1,109,8,0,12,0,0,8
1,8,190,1,302,300,0,10,1,0,3
1,28,126,1,119,25,0,11,1,1,1
1,8,211,1,65,27,0,10,1,0,3
1,211,8,1,65,27,0,10,0,0,3
1,245,234,1,87,28,0,3,1,0,9
1,131,369,1,9,29,0,13,0,0,12
1,28,100,1,302,300,0,11,1,0,1
1,134,219,1,72,30,0,2,0,0,8
1,126,28,1,75,25,1,2,0,0,1
1,229,28,1,302,300,1,11,0,0,5
1,116,174,1,66,27,0,12,1,0,8
1,28,28,9,,,0,1,1,0,11
1,206,28,1,83,28,1,12,0,0,5
1,28,206,1,83,28,0,12,0,0,5
1,28,165,2,103,26,0,1,1,0,5
2,100,27,1,94,22,0,12,1,0,1
1,246,338,1,32,32,1,12,0,0,2
1,246,246,1,32,32,1,12,1,0,2
1,126,28,1,302,300,0,5,0,0,1
1,126,28,1,302,300,0,5,0,0,1
7,27,218,1,79,24,1,2,1,0,3
1,28,126,1,45,29,1,12,1,0,1
1,28,188,1,302,300,0,12,0,0,1
1,28,100,1,302,300,0,10,1,0,1
1,326,150,1,55,32,0,12,1,0,9
1,326,150,1,55,32,0,12,1,0,9
2,198,28,2,302,300,0,1,1,0,8
2,132,28,1,302,300,0,12,1,0,8
2,126,28,1,302,300,0,12,1,0,1
2,204,181,1,75,25,0,12,1,0,9
4,27,28,9,,,0,1,0,0,10
4,28,27,9,,,0,1,1,0,10
1,145,116,1,75,25,0,11,0,0,8
1,145,116,1,75,25,0,11,0,0,8
6,215,100,1,302,300,0,12,1,0,4
2,100,28,1,302,300,0,12,1,0,1
2,114,135,1,106,30,0,12,1,0,1
2,111,220,1,60,31,1,12,1,0,8
1,146,145,1,111,23,0,2,1,0,10
1,3,148,1,32,32,0,12,1,0,8
1,10,414,1,122,25,0,2,0,0,9
1,100,27,1,110,23,0,2,0,0,1
1,151,145,1,302,300,1,5,1,0,10
1,100,28,1,302,300,0,12,1,0,1
1,249,151,1,81,26,0,2,1,0,7
2,212,20,8,,,0,1,0,0,2
1,254,6,1,52,30,1,11,1,0,1
1,240,27,1,66,27,0,2,1,0,1
1,198,209,1,25,25,1,10,1,0,9
1,344,209,1,25,25,1,10,1,0,9
2,111,20,1,,,0,,1,0,6
1,21,224,1,107,30,0,2,1,0,2
1,135,171,1,,30,0,12,1,0,9
1,135,114,1,87,28,0,3,1,0,8
1,27,117,1,126,24,0,11,1,0,1
1,126,28,1,56,31,0,12,1,0,1
5,27,100,1,,29,0,,0,0,1
6,28,501,1,302,300,0,12,0,0,9
1,151,145,1,77,25,0,2,0,0,8
1,25,7,1,302,300,0,11,0,0,8
1,25,7,1,302,300,0,11,0,0,8
1,126,27,1,92,23,0,2,0,0,1
1,100,28,1,302,300,1,11,1,0,9
2,233,123,1,52,30,0,12,1,0,9
2,126,28,1,90,29,0,12,1,0,1
2,126,28,1,60,31,0,12,1,0,1
1,25,28,1,302,300,0,2,1,0,2
1,249,247,1,79,24,1,2,0,0,7
1,368,106,1,58,31,0,12,0,0,9
1,4,170,1,107,30,0,4,1,0,2
1,104,249,1,55,32,0,12,1,0,9
1,220,220,1,50,29,0,11,0,0,9
1,171,180,1,302,300,1,10,0,0,8
1,249,247,1,121,25,0,11,1,0,7
1,167,28,1,110,23,0,12,0,0,6
1,231,249,1,32,32,0,12,1,0,8
1,231,249,1,32,32,0,12,1,0,8
1,371,392,1,30,30,0,2,1,0,7
1,27,208,1,48,29,0,2,1,0,8
1,249,151,1,132,27,1,3,1,0,2
1,232,239,1,113,21,0,2,1,0,9
1,332,198,1,121,25,0,10,0,0,2
1,145,198,1,121,25,0,10,0,0,2
1,28,100,1,302,300,0,5,0,1,1
1,27,113,1,120,25,0,11,1,0,8
1,220,205,1,72,30,0,11,1,0,8
1,3,101,1,114,24,1,12,1,0,8
1,100,28,1,302,300,0,11,1,0,2
1,111,4,1,73,26,1,2,0,0,6
1,19,124,1,302,300,0,11,1,0,3
1,124,19,1,302,300,0,11,0,0,3
1,124,19,1,302,300,0,11,0,0,8
1,124,19,1,302,300,0,11,0,0,8
1,126,28,1,60,31,0,11,0,0,1
1,104,174,1,58,31,0,5,1,0,8
1,113,369,1,9,26,0,3,1,0,12
1,27,113,1,120,25,0,3,0,0,12
1,116,208,1,129,29,0,11,1,0,8
1,167,382,1,66,27,0,10,0,0,7
1,28,100,1,302,301,0,12,1,0,1
1,8,408,1,122,25,0,13,1,0,2
2,212,20,1,128,128,0,,0,0,2
2,126,6,1,128,128,0,12,0,0,2
2,126,6,8,128,128,0,,0,0,2
1,145,151,1,100,24,1,2,0,0,7
1,145,151,1,100,24,1,2,0,0,7
1,5,110,1,48,29,0,2,1,0,1
1,5,110,1,48,29,0,2,1,0,1
1,207,165,1,75,25,0,2,1,0,9
1,207,165,1,75,25,0,2,1,0,9
1,173,119,1,66,27,0,12,1,0,8
1,126,28,1,302,300,0,11,1,0,1
1,215,501,1,53,22,0,11,0,0,4
1,28,100,1,302,301,0,11,1,0,1
1,100,27,1,92,23,0,12,0,0,1
1,100,27,1,92,23,0,12,0,0,1
1,100,27,1,92,23,0,12,0,0,1
5,135,7,1,302,301,0,12,0,0,8
1,165,363,1,96,22,0,2,0,0,5
1,28,363,1,96,22,0,2,0,0,5
1,28,363,1,96,22,0,2,0,0,5
1,28,363,1,96,22,0,2,0,0,5
1,28,363,1,96,22,0,2,0,0,5
1,28,363,1,96,22,0,2,0,0,5
1,8,19,1,55,32,1,11,0,0,8
1,28,100,1,302,300,0,11,1,0,1
1,19,27,1,131,24,0,2,1,0,8
1,253,168,1,132,27,1,2,1,0,8
1,253,168,1,132,27,1,2,1,0,8
1,168,253,1,56,31,0,2,1,0,8
1,167,206,1,48,29,0,11,0,0,8
1,100,27,1,79,24,0,2,1,0,1
7,100,28,1,302,300,1,12,0,0,2
1,28,28,9,,,0,1,1,0,11
1,100,28,1,302,300,1,13,1,0,1
1,100,28,1,302,300,1,12,0,0,1
1,100,28,1,302,300,1,12,0,0,1
1,126,27,1,133,27,1,12,0,0,1
1,126,27,1,133,27,1,12,0,0,1
1,100,19,1,69,27,0,2,1,0,2
1,8,249,1,82,26,1,10,1,0,7
1,28,100,1,302,301,0,13,1,1,1
1,198,116,1,96,22,0,2,1,1,9
1,182,120,1,77,25,1,2,1,0,2
1,251,211,2,76,76,0,1,1,0,2
1,28,195,1,53,22,1,5,0,0,2
1,233,123,1,77,25,0,10,0,0,9
1,114,135,1,72,30,0,2,1,0,8
1,140,363,1,48,29,0,12,1,0,9
1,151,145,1,94,22,0,2,0,0,2
1,185,237,1,96,22,1,2,0,0,9
1,100,27,1,55,32,0,2,1,0,1
1,114,135,1,86,28,0,2,1,0,8
1,100,28,1,302,300,0,12,0,0,1
1,151,382,1,29,29,0,2,1,0,7
1,28,28,9,,,0,1,1,0,11
1,15,150,1,55,32,1,10,0,0,13
1,15,150,1,55,32,1,10,0,0,13
1,15,150,1,55,32,1,10,0,0,13
1,215,28,1,104,26,0,12,0,0,1
1,19,251,1,50,29,1,11,1,0,9
1,111,173,1,108,29,0,3,1,0,8
1,251,19,1,75,25,1,11,1,0,2
1,27,19,1,75,25,1,11,1,0,2
1,251,19,1,122,25,1,11,1,0,2
1,207,19,1,122,25,1,11,1,0,2
1,28,100,1,302,300,0,11,1,0,1
1,16,19,1,86,28,0,12,0,0,2
1,16,19,1,86,28,0,12,0,0,2
1,206,178,1,50,29,1,12,1,0,3
7,25,28,1,302,300,1,12,1,0,10
7,28,109,1,68,27,1,12,1,0,3
1,19,195,1,302,300,1,5,1,0,10
1,100,28,1,302,300,0,12,0,0,4
1,211,190,1,302,300,1,11,1,0,3
1,140,132,1,23,23,0,2,0,0,9
1,132,393,1,24,24,1,2,1,0,9
1,132,393,1,24,24,0,2,1,0,9
1,126,28,1,127,24,0,11,0,1,1
1,28,170,1,44,29,0,12,1,0,8
1,28,170,1,44,29,0,12,1,0,8
1,28,126,1,50,29,0,12,1,0,1
1,126,28,1,302,300,0,13,0,1,1
1,240,369,1,9,25,0,10,0,0,13
1,240,369,1,9,25,0,10,0,0,13
1,100,27,1,94,22,0,2,0,0,1
1,100,27,1,94,22,0,2,0,0,1
1,126,28,1,302,301,0,12,0,0,1
1,111,216,1,300,300,0,12,1,0,3
1,111,216,1,300,300,0,12,1,0,3
1,113,237,1,126,24,0,10,1,0,8
2,27,100,1,134,30,0,12,1,0,1
2,27,100,1,134,30,0,12,1,0,1
2,16,111,1,48,29,0,12,1,0,2
2,215,28,5,,,0,1,0,0,2
2,215,6,5,,,0,1,0,0,2
2,215,6,5,,,0,1,0,0,2
2,215,27,5,,,0,1,0,0,2
2,111,501,5,,,0,1,0,0,2
2,111,501,5,,,0,1,0,0,2
2,111,232,5,,,0,1,0,0,2
2,111,501,5,,,0,1,0,0,2
2,111,501,5,,,0,1,0,0,2
2,111,20,5,,,0,1,0,0,2
2,215,28,5,,,0,1,0,0,2
2,111,6,5,,,0,1,0,0,2
2,111,501,5,,,0,1,0,0,2
2,215,6,5,,,0,1,0,0,2
2,215,6,5,,,0,1,0,0,2
2,215,28,5,,,0,1,0,0,2
2,215,28,5,,,0,1,0,0,2
1,19,8,1,109,23,0,11,0,0,2
1,19,8,1,109,23,0,11,0,0,2
1,354,113,1,121,25,0,11,1,0,9
1,113,354,1,121,25,0,11,0,0,9
1,113,354,1,121,25,0,11,0,0,9
1,113,354,1,121,25,0,11,0,0,9
1,100,27,1,66,27,0,12,0,0,4
1,28,100,1,50,29,0,12,1,0,1
1,116,145,1,51,29,0,2,0,0,8
1,116,145,1,51,29,0,2,0,0,8
1,247,249,1,104,26,0,11,1,0,1
1,247,249,1,104,26,0,11,1,0,9
6,111,216,1,300,300,0,12,0,0,9
1,220,4,1,96,22,1,10,1,0,3
1,106,368,1,31,31,1,2,0,0,6
1,113,114,1,48,29,0,3,1,0,8
1,328,111,1,58,31,0,11,1,0,5
1,368,106,1,48,29,1,11,1,0,2
1,8,4,1,302,300,0,12,1,0,8
1,186,151,1,42,31,1,2,1,0,2
2,8,174,1,,29,1,12,1,0,8
2,28,126,8,129,29,0,1,0,0,1
1,215,206,1,79,24,0,2,1,0,9
1,5,170,1,128,29,0,12,0,0,2
1,170,5,1,128,29,0,12,0,0,2
1,211,251,1,302,300,1,12,1,0,2
1,5,251,1,302,300,1,12,0,0,2
1,5,251,1,302,300,1,12,0,0,9
1,5,251,1,302,300,1,12,0,0,9
1,250,27,1,133,27,0,11,1,0,8
1,368,106,1,22,22,1,12,1,0,1
1,100,28,1,302,301,0,11,0,0,1
1,19,215,1,80,21,0,12,1,0,4
1,19,215,1,80,21,0,12,1,0,4
1,114,135,1,123,30,0,2,0,0,8
1,28,28,9,,,0,1,0,0,9
1,28,28,9,,,0,1,0,0,9
1,28,28,9,,,0,1,0,0,9
1,28,28,9,,,0,1,0,0,9
1,368,106,1,29,29,0,12,1,0,2
1,19,5,2,41,41,0,1,0,0,2
1,19,5,2,41,41,0,1,0,0,2
1,151,382,1,21,21,1,12,1,0,7
1,215,28,1,76,25,0,11,1,0,1
1,27,114,1,103,26,1,12,1,0,8
1,27,114,1,103,26,1,12,1,0,8
1,135,138,1,58,31,1,12,1,0,12
1,138,138,1,58,31,1,12,1,0,12
1,239,21,1,60,31,0,2,1,0,2
1,240,369,1,9,23,0,4,0,0,12
1,28,28,1,30,30,0,10,1,0,8
1,333,28,1,30,30,0,10,1,0,8
1,333,28,1,30,30,0,10,1,0,9
1,333,28,1,30,30,0,10,1,0,9
1,8,3,1,122,25,0,2,0,0,2
1,8,3,1,122,25,0,2,0,0,2
1,145,151,1,121,25,0,11,0,0,9
1,215,8,1,72,30,0,2,1,0,9
1,126,28,1,302,300,0,11,1,0,3
1,151,145,1,300,300,0,12,0,0,8
1,151,145,1,300,300,0,12,0,0,8
1,126,27,1,133,27,0,2,1,0,1
1,126,28,1,85,25,0,12,1,0,1
1,135,114,1,53,22,0,12,1,0,9
6,139,28,1,112,21,0,12,0,0,9
1,185,405,1,48,29,0,11,1,0,9
1,185,405,1,48,29,0,11,1,0,9
1,27,175,1,83,28,0,2,0,0,2
1,171,102,1,98,24,0,12,1,0,8
1,27,137,1,117,26,0,12,1,0,1
1,7,129,1,66,27,0,12,1,0,9
1,27,126,1,105,30,1,2,1,0,1
1,135,114,1,93,30,0,2,0,0,8
1,108,231,1,32,32,1,12,1,0,9
1,366,231,1,32,32,1,12,1,0,9
1,366,231,1,32,32,1,12,1,0,9
1,366,231,1,32,32,1,12,1,0,9
1,410,150,1,129,29,0,12,1,0,8
1,410,150,1,129,29,0,12,1,0,8
1,316,28,2,88,88,1,1,1,0,2
1,316,28,2,88,88,1,1,1,0,2
1,21,224,1,60,31,0,12,1,0,2
1,195,3,1,302,301,0,5,0,0,4
1,100,27,1,89,28,1,12,1,0,1
2,100,28,1,302,300,0,12,1,0,9
1,27,28,9,,,0,1,1,0,10
1,240,28,1,302,300,0,6,1,0,10
1,325,28,1,104,26,1,2,1,0,8
1,28,325,1,104,26,1,2,0,0,8
1,28,325,1,104,26,1,2,0,0,8
1,28,325,1,104,26,1,2,0,0,8
1,114,111,1,111,23,0,12,0,0,8
2,126,6,1,50,29,0,,1,0,1
1,28,126,1,108,29,0,11,1,1,1
1,19,215,1,49,29,1,11,1,0,2
1,27,100,1,106,30,0,12,1,0,1
1,136,28,1,302,300,1,3,1,0,4
1,100,28,1,302,300,1,11,1,0,1
1,100,28,1,302,300,1,11,1,0,1
1,152,152,1,85,25,0,2,1,0,2
1,126,27,1,99,24,0,12,0,0,1
2,126,28,1,127,127,0,,0,0,1
7,19,211,1,302,300,1,10,1,0,3
1,27,240,1,116,26,1,2,1,0,12
1,211,27,1,60,31,0,2,0,0,8
1,238,28,1,302,300,0,12,1,1,8
1,238,28,1,302,300,0,12,1,1,8
1,194,19,1,302,300,0,13,1,0,8
1,122,7,1,81,26,0,2,1,0,8
1,19,104,1,122,25,0,12,0,0,10
1,251,19,1,63,29,0,2,0,0,2
1,251,19,1,63,29,0,2,0,0,2
1,184,122,1,50,29,1,10,0,0,8
1,184,122,1,50,29,1,10,0,0,8
7,27,240,1,3,8,0,2,0,0,12
1,126,28,1,302,300,0,12,1,0,1
1,326,150,1,83,28,1,12,1,0,9
1,24,159,1,96,22,0,12,0,0,9
1,357,171,1,23,23,0,11,1,0,8
1,231,145,1,302,300,0,12,0,0,9
1,27,106,1,48,29,0,12,1,0,1
1,188,153,1,75,25,0,2,1,0,2
1,188,153,1,75,25,0,2,1,0,9
1,126,28,1,302,300,0,6,1,0,1
1,114,114,1,127,24,0,2,0,0,8
1,114,114,1,127,24,0,2,0,0,8
1,25,19,1,302,300,0,12,1,0,8
1,25,19,1,302,300,0,12,1,0,8
1,195,19,1,302,300,0,12,0,0,8
1,28,100,1,302,300,1,11,1,0,2
1,28,100,1,302,300,1,11,1,0,2
1,28,100,1,302,300,1,11,1,0,2
1,25,7,1,302,300,0,12,1,0,8
1,19,122,1,66,27,1,2,0,0,8
1,19,122,1,66,27,1,2,0,0,10
1,5,211,1,60,31,1,2,0,0,3
1,5,211,1,60,31,1,2,0,0,3
1,28,27,1,95,22,0,12,1,0,10
1,28,27,1,95,22,0,12,1,0,10
1,28,27,1,95,22,0,12,1,0,10
1,28,27,1,95,22,0,12,1,0,10
1,28,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,5,27,1,95,22,0,12,1,0,10
1,7,184,1,302,300,0,12,1,0,8
1,165,236,1,91,21,0,3,1,0,9
7,28,126,1,126,24,1,12,1,0,1
1,27,137,1,96,22,0,12,1,0,1
1,126,28,1,75,25,0,12,0,0,1
1,175,3,1,302,300,0,12,1,0,3
1,175,3,1,302,300,0,12,1,0,3
1,137,28,1,302,300,0,12,0,0,4
1,145,151,1,25,25,1,10,0,0,8
1,208,184,1,92,23,0,5,1,0,10
1,208,184,1,92,23,0,5,1,0,8
1,3,111,1,124,22,0,12,1,0,6
1,3,111,1,124,22,0,12,1,0,6
1,21,239,1,113,21,1,12,0,0,3
1,100,27,1,56,31,1,12,1,0,1
1,130,15,1,96,22,1,2,0,0,3
1,27,28,1,84,25,1,12,1,0,2
1,224,28,1,84,25,1,12,1,0,2
1,228,228,1,121,25,0,2,0,0,8
1,316,28,2,80,80,0,1,1,0,9
1,316,28,2,80,80,0,1,1,0,2
6,15,130,1,96,22,1,2,0,0,3
1,165,28,1,109,23,0,12,1,1,5
1,28,165,1,109,23,0,12,0,1,5
1,139,7,1,302,300,1,12,1,0,4
2,126,28,1,302,300,0,12,1,0,1
2,340,204,1,94,22,0,,0,0,5
2,111,6,5,,,0,1,0,0,2
2,111,501,5,,,0,1,0,0,2
6,28,126,1,302,300,0,12,0,0,9
1,130,27,1,48,29,0,11,1,0,9
6,501,27,1,,29,0,12,0,0,9
1,28,126,1,74,26,0,12,1,0,1
1,126,28,1,45,29,1,12,1,0,1
1,195,5,1,66,27,1,11,1,0,1
1,28,28,1,85,25,0,11,1,0,9
1,113,27,1,58,31,0,4,1,0,9
1,113,27,1,58,31,0,4,1,0,9
1,111,19,1,121,25,1,11,0,0,6
1,28,151,1,55,32,0,2,0,0,10
1,18,176,1,112,21,0,2,1,0,9
1,151,393,1,21,21,0,2,0,0,8
1,369,240,1,9,24,1,2,1,0,12
1,19,215,1,48,29,0,2,1,0,2
1,16,27,1,55,32,0,12,0,0,9
1,16,27,1,55,32,0,12,0,0,9
1,100,27,1,83,28,0,12,1,0,1
1,218,165,1,126,24,0,12,1,0,2
1,218,165,1,126,24,0,12,1,0,5
2,126,28,1,60,31,0,12,1,0,1
1,28,126,1,46,28,1,12,1,0,1
1,126,28,1,121,25,0,12,0,0,1
1,184,141,1,51,29,0,2,1,0,8
1,126,28,1,121,25,1,12,0,0,1
1,240,369,1,9,22,0,2,0,0,12
1,100,27,1,66,27,0,12,0,0,1
1,27,240,1,3,8,0,10,1,0,12
2,27,100,1,49,29,0,,1,0,1
4,27,28,9,,,0,1,0,0,11
1,19,251,2,83,83,1,1,1,0,9
1,19,251,2,83,83,1,1,1,0,2
1,19,251,2,83,83,1,1,1,0,2
1,215,28,1,302,300,0,12,0,0,1
1,25,19,1,302,300,0,12,0,0,8
1,25,19,1,302,300,0,12,0,0,8
1,25,19,1,302,300,0,12,0,0,8
1,25,19,1,302,300,0,12,0,0,8
1,27,100,1,131,24,1,12,1,0,1
1,170,28,1,72,30,0,2,0,0,2
7,27,195,1,92,23,0,2,0,0,1
1,211,211,2,103,103,1,1,1,0,2
1,211,211,2,103,103,1,1,1,0,2
1,211,211,2,103,103,1,1,1,0,2
1,174,5,1,120,25,0,2,1,0,2
1,237,216,1,47,28,0,2,0,0,8
1,208,27,1,108,29,0,2,0,0,8
1,249,176,1,80,21,1,10,1,0,10
1,4,176,1,80,21,1,10,1,0,10
1,126,27,1,58,31,0,10,1,0,1
1,234,245,1,100,24,0,12,1,0,9
2,28,126,1,86,28,1,12,1,0,1
2,126,20,1,,,0,12,0,0,2
1,1,175,1,48,29,1,12,1,0,2
1,1,175,1,48,29,1,12,1,0,2
1,24,145,1,58,31,0,12,1,0,8
1,114,135,1,116,26,0,2,0,0,8
1,3,220,1,104,26,0,10,0,0,3
1,27,240,1,123,30,0,12,1,0,12
1,28,126,1,64,29,1,12,1,0,1
1,28,28,9,,,0,1,1,0,11
1,186,195,1,302,300,1,5,1,0,2
1,27,28,1,122,25,0,2,1,0,10
6,27,100,1,55,32,0,12,0,0,9
1,240,27,1,92,23,0,4,1,0,12
1,28,28,9,,,0,1,1,0,11
1,151,145,1,80,21,0,11,1,0,2
1,126,28,1,133,27,0,2,0,0,1
1,231,208,1,60,31,0,2,1,0,10
1,208,231,1,60,31,0,2,1,0,10
1,28,126,1,81,26,0,10,1,0,1
1,28,126,1,81,26,0,10,1,0,1
1,27,100,1,129,29,0,11,1,0,1
1,27,28,1,49,29,0,2,0,0,9
1,4,216,1,57,31,1,12,0,0,3
1,27,28,1,302,300,1,12,1,0,10
1,364,139,1,129,29,0,12,1,0,2
1,8,19,1,121,25,0,2,0,0,7
1,126,27,1,56,31,0,2,1,0,1
1,195,156,1,48,29,0,2,0,0,8
6,27,100,1,45,29,0,2,1,0,1
1,128,172,1,114,24,1,10,1,0,9
1,215,27,1,66,27,1,2,0,0,9
1,4,170,1,107,30,0,5,0,0,2
1,126,27,1,121,25,0,12,0,0,1
2,226,28,1,302,300,1,12,1,0,3
2,226,28,1,302,300,1,12,1,0,1
1,369,240,1,9,25,0,2,1,0,12
1,327,126,1,92,23,0,2,0,0,5
1,397,170,1,93,30,0,11,1,0,9
1,176,27,1,3,8,1,12,0,0,9
1,100,27,1,58,31,0,2,0,0,1
1,145,216,1,50,29,0,12,0,0,8
1,100,28,1,302,300,0,12,1,0,1
1,111,171,1,51,29,0,2,0,0,8
1,338,124,1,32,32,1,13,1,0,8
1,338,124,1,32,32,1,13,1,0,8
1,114,113,1,120,25,0,2,0,0,8
1,28,126,1,65,27,0,12,1,0,1
1,28,100,1,302,300,0,5,1,0,1
1,130,21,1,94,22,0,13,1,0,3
1,130,21,1,94,22,0,13,1,0,3
1,130,21,1,94,22,0,13,1,0,3
1,167,363,1,89,28,0,2,0,0,9
1,126,216,1,129,29,0,2,1,0,8
1,113,171,1,55,32,1,3,1,0,9
1,317,171,1,55,32,1,3,1,0,9
1,195,135,1,106,30,0,2,0,0,8
1,28,100,1,302,300,1,6,1,0,3
1,408,19,1,104,26,1,2,1,0,10
1,130,3,1,58,31,0,11,1,0,3
1,146,151,1,96,22,0,12,1,0,7
1,151,146,1,48,29,0,11,0,0,8
1,151,146,1,48,29,0,11,0,0,8
1,151,146,1,48,29,0,11,0,0,8
1,176,3,1,56,31,0,2,1,0,9
1,28,170,1,115,28,0,12,1,0,2
1,28,170,1,115,28,0,12,1,0,2
1,239,21,1,45,29,1,12,1,0,3
1,19,215,1,90,29,0,2,0,0,1
1,1,106,1,49,29,0,3,1,0,9
1,25,7,1,302,300,0,6,1,0,10
1,25,7,1,302,300,0,6,1,0,1
1,139,364,1,114,24,0,4,1,0,9
1,368,106,1,94,22,1,3,1,0,2
1,368,106,1,94,22,1,3,1,0,2
1,368,106,1,94,22,1,3,1,0,2
1,184,184,1,99,24,0,12,0,0,8
1,100,19,1,66,27,1,12,1,0,2
1,363,111,1,,28,0,12,0,0,6
1,19,169,1,74,26,0,12,1,0,4
1,19,169,1,74,26,0,12,1,0,4
1,126,28,1,302,300,0,12,0,0,1
1,126,28,1,302,300,0,12,0,0,1
1,28,126,1,90,29,0,5,1,0,1
1,27,221,1,126,24,1,12,1,0,3
1,27,221,1,126,24,1,12,1,0,3
7,195,195,1,302,300,0,12,0,0,8
1,7,10,1,86,28,0,2,1,0,2
1,126,27,1,83,28,0,12,0,0,3
1,126,27,1,83,28,0,12,0,0,1
1,126,27,1,83,28,0,12,0,0,1
1,208,143,1,51,29,0,2,1,0,9
1,126,27,1,115,28,0,4,1,0,1
1,126,27,1,115,28,0,4,1,0,1
1,251,1,2,98,98,1,1,1,0,2
1,27,100,1,302,300,0,12,0,1,1
1,171,28,1,50,29,0,11,1,0,8
1,171,28,1,50,29,0,11,0,0,8
2,28,126,1,87,28,0,,1,0,1
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,211,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
2,212,1,1,,,0,,0,0,2
2,212,19,1,,,0,,0,0,2
2,212,501,1,,,0,,0,0,2
1,21,164,1,114,24,0,2,0,0,2
1,154,151,1,117,26,0,2,1,0,2
6,159,184,1,58,8,0,2,0,0,9
6,19,215,1,114,24,0,1,0,0,9
1,27,195,1,63,29,1,2,0,0,4
1,27,195,1,63,29,1,2,0,0,4
1,171,146,1,96,22,0,2,0,0,8
6,28,100,1,302,300,1,12,0,0,9
4,28,28,9,,,0,1,0,0,11
2,126,28,1,59,31,1,12,1,0,1
1,100,27,1,90,29,0,2,1,0,1
1,186,27,1,5,4,1,12,0,0,2
1,186,27,1,5,4,1,12,0,0,2
1,132,371,1,134,30,0,4,0,0,9
1,126,28,1,68,27,0,11,0,0,1
1,126,28,1,68,27,0,11,0,0,1
1,207,218,1,66,27,0,2,1,0,5
1,207,218,1,66,27,0,2,1,0,5
7,239,19,1,65,27,0,12,0,0,2
1,151,382,1,30,30,0,10,0,0,9
1,7,231,1,108,29,0,12,1,0,8
1,104,5,1,82,26,0,2,0,0,10
1,104,5,1,82,26,0,2,0,0,10
1,28,126,1,86,28,0,5,1,0,1
1,170,28,1,302,300,0,5,0,0,2
1,116,145,1,302,300,0,12,0,0,10
1,116,145,1,302,300,0,12,0,0,10
1,341,8,1,50,29,0,11,1,0,8
1,324,347,1,25,25,1,2,1,0,5
1,208,19,1,64,29,0,12,1,0,9
1,112,220,1,50,29,0,3,1,0,6
1,137,27,1,59,31,0,2,0,0,4
1,112,220,1,117,26,1,11,1,0,8
1,100,28,1,302,300,0,12,0,0,1
1,100,28,1,302,300,0,12,0,0,1
1,27,217,1,60,31,0,2,0,0,1
1,100,28,1,302,300,0,11,1,0,1
1,121,7,1,301,300,0,2,1,0,8
1,234,7,1,301,300,0,2,1,0,8
6,171,134,1,45,29,0,12,0,0,9
1,153,188,1,302,301,0,5,1,0,2
1,113,113,1,52,30,0,7,1,0,8
1,123,233,1,121,25,0,3,1,0,8
1,501,148,1,56,31,0,11,1,0,8
1,27,240,1,83,28,1,2,1,0,12
1,154,151,1,119,25,0,11,0,0,2
1,182,151,1,103,26,0,11,0,0,2
6,100,28,1,302,300,0,12,1,0,1
